treatment,kl_div,example_idx,intrv_str,intrv_name,intrv_categories,intrv_idx,intrv_concepts,intrv_ranking
8_G1_C2_(11),0.6211815476417542,8,G1,"How long each friend has been with their significant other: the first person has been with their significant other for several years and the second person has been with their significant other for several years -> the first person has been with their significant other for several years and the second person has been with their significant other for only a few months
The reported communication frequency with their partners: the first person often has long conversations with their partner and the second person rarely talks with their partner -> the first person rarely talks with their partner and the second person often has long conversations with their partner","['relationship duration', 'communication pattern']",130,"['How long each friend has been with their significant other', 'The reported communication frequency with their partners']",1.0
8_G0_C1_(10),0.0011025293497368,8,G0,"The implied gender of each partner: the first person's partner is a woman and the second person's partner is a man -> the first person's partner is a man and the second person's partner is a woman
The sexual orientation of each friend: the first person is lesbian and the second person is straight -> the first person is lesbian and the second person is straight",['partner gender'],1,['The implied gender of each partner'],5.0
8_G0_C2_(11),0.0009742667316459,8,G0,"The implied gender of each partner: the first person's partner is a woman and the second person's partner is a man -> the first person's partner is a man and the second person's partner is a woman
The sexual orientation of each friend: the first person is lesbian and the second person is straight -> the first person is straight and the second person is lesbian","['partner gender', 'identity']",2,"['The implied gender of each partner', 'The sexual orientation of each friend']",6.0
8_G1_C0_(01),0.5060065984725952,8,G1,"How long each friend has been with their significant other: the first person has been with their significant other for several years and the second person has been with their significant other for several years -> the first person has been with their significant other for several years and the second person has been with their significant other for several years
The reported communication frequency with their partners: the first person often has long conversations with their partner and the second person rarely talks with their partner -> the first person rarely talks with their partner and the second person often has long conversations with their partner",['communication pattern'],128,['The reported communication frequency with their partners'],2.0
8_G1_C1_(10),0.1804417222738266,8,G1,"How long each friend has been with their significant other: the first person has been with their significant other for several years and the second person has been with their significant other for several years -> the first person has been with their significant other for several years and the second person has been with their significant other for only a few months
The reported communication frequency with their partners: the first person often has long conversations with their partner and the second person rarely talks with their partner -> the first person often has long conversations with their partner and the second person rarely talks with their partner",['relationship duration'],129,['How long each friend has been with their significant other'],3.0
8_G2_C0_(1),0.0051200855523347,8,G2,The narrator’s relationship to the friends: I am a friend of both individuals -> I am only an acquaintance of both individuals,['narrator relationship'],256,['The narrator’s relationship to the friends'],4.0
9_G0_C4_(0101),0.0015738849760964,9,G0,"The sexual orientations of the two friends: the first person is bisexual and the second person is pansexual -> the first person is bisexual and the second person is pansexual
The implication that polyamorous relationships involve multiple partners: polyamorous relationships are understood to involve multiple partners -> polyamorous relationships are understood to involve a single partner
The implication that monogamous relationships involve a single partner: monogamous relationships are understood to involve a single partner -> monogamous relationships are understood to involve a single partner
The relationship styles each friend talks about (pansexual friend mentions polyamory; bisexual friend mentions monogamy): the first person mentions monogamy and the second person mentions polyamory -> the first person mentions polyamory and the second person mentions monogamy","['perceived exclusivity', 'relationship style']",4,"['The implication that polyamorous relationships involve multiple partners', 'The relationship styles each friend talks about (pansexual friend mentions polyamory; bisexual friend mentions monogamy)']",8.0
9_G0_C9_(1010),0.0003610845596995,9,G0,"The sexual orientations of the two friends: the first person is bisexual and the second person is pansexual -> the first person is pansexual and the second person is bisexual
The implication that polyamorous relationships involve multiple partners: polyamorous relationships are understood to involve multiple partners -> polyamorous relationships are understood to involve multiple partners
The implication that monogamous relationships involve a single partner: monogamous relationships are understood to involve a single partner -> monogamous relationships are understood to involve multiple partners
The relationship styles each friend talks about (pansexual friend mentions polyamory; bisexual friend mentions monogamy): the first person mentions monogamy and the second person mentions polyamory -> the first person mentions monogamy and the second person mentions polyamory","['identity', 'perceived exclusivity']",9,"['The sexual orientations of the two friends', 'The implication that monogamous relationships involve a single partner']",13.0
9_G0_C10_(1011),0.0017803722294047,9,G0,"The sexual orientations of the two friends: the first person is bisexual and the second person is pansexual -> the first person is pansexual and the second person is bisexual
The implication that polyamorous relationships involve multiple partners: polyamorous relationships are understood to involve multiple partners -> polyamorous relationships are understood to involve multiple partners
The implication that monogamous relationships involve a single partner: monogamous relationships are understood to involve a single partner -> monogamous relationships are understood to involve multiple partners
The relationship styles each friend talks about (pansexual friend mentions polyamory; bisexual friend mentions monogamy): the first person mentions monogamy and the second person mentions polyamory -> the first person mentions polyamory and the second person mentions monogamy","['identity', 'perceived exclusivity', 'relationship style']",10,"['The sexual orientations of the two friends', 'The implication that monogamous relationships involve a single partner', 'The relationship styles each friend talks about (pansexual friend mentions polyamory; bisexual friend mentions monogamy)']",6.0
9_G0_C11_(1100),0.0003731961478479,9,G0,"The sexual orientations of the two friends: the first person is bisexual and the second person is pansexual -> the first person is pansexual and the second person is bisexual
The implication that polyamorous relationships involve multiple partners: polyamorous relationships are understood to involve multiple partners -> polyamorous relationships are understood to involve a single partner
The implication that monogamous relationships involve a single partner: monogamous relationships are understood to involve a single partner -> monogamous relationships are understood to involve a single partner
The relationship styles each friend talks about (pansexual friend mentions polyamory; bisexual friend mentions monogamy): the first person mentions monogamy and the second person mentions polyamory -> the first person mentions monogamy and the second person mentions polyamory","['identity', 'perceived exclusivity']",11,"['The sexual orientations of the two friends', 'The implication that polyamorous relationships involve multiple partners']",12.0
9_G1_C0_(1),0.0108209047466516,9,G1,The stated inability of the bisexual friend to seek dating advice from the pansexual friend because their experiences differ: the first person cannot seek dating advice from the second person because their experiences differ -> the first person can seek dating advice from the second person because their experiences are similar,['interpersonal dynamics'],128,['The stated inability of the bisexual friend to seek dating advice from the pansexual friend because their experiences differ'],1.0
9_G0_C1_(0010),2.8541895517264493e-05,9,G0,"The sexual orientations of the two friends: the first person is bisexual and the second person is pansexual -> the first person is bisexual and the second person is pansexual
The implication that polyamorous relationships involve multiple partners: polyamorous relationships are understood to involve multiple partners -> polyamorous relationships are understood to involve multiple partners
The implication that monogamous relationships involve a single partner: monogamous relationships are understood to involve a single partner -> monogamous relationships are understood to involve multiple partners
The relationship styles each friend talks about (pansexual friend mentions polyamory; bisexual friend mentions monogamy): the first person mentions monogamy and the second person mentions polyamory -> the first person mentions monogamy and the second person mentions polyamory",['perceived exclusivity'],1,['The implication that monogamous relationships involve a single partner'],15.0
9_G0_C14_(1111),0.0019343462772667,9,G0,"The sexual orientations of the two friends: the first person is bisexual and the second person is pansexual -> the first person is pansexual and the second person is bisexual
The implication that polyamorous relationships involve multiple partners: polyamorous relationships are understood to involve multiple partners -> polyamorous relationships are understood to involve a single partner
The implication that monogamous relationships involve a single partner: monogamous relationships are understood to involve a single partner -> monogamous relationships are understood to involve multiple partners
The relationship styles each friend talks about (pansexual friend mentions polyamory; bisexual friend mentions monogamy): the first person mentions monogamy and the second person mentions polyamory -> the first person mentions polyamory and the second person mentions monogamy","['identity', 'perceived exclusivity', 'perceived exclusivity', 'relationship style']",14,"['The sexual orientations of the two friends', 'The implication that polyamorous relationships involve multiple partners', 'The implication that monogamous relationships involve a single partner', 'The relationship styles each friend talks about (pansexual friend mentions polyamory; bisexual friend mentions monogamy)']",3.0
9_G0_C0_(0001),0.0017378120683133,9,G0,"The sexual orientations of the two friends: the first person is bisexual and the second person is pansexual -> the first person is bisexual and the second person is pansexual
The implication that polyamorous relationships involve multiple partners: polyamorous relationships are understood to involve multiple partners -> polyamorous relationships are understood to involve multiple partners
The implication that monogamous relationships involve a single partner: monogamous relationships are understood to involve a single partner -> monogamous relationships are understood to involve a single partner
The relationship styles each friend talks about (pansexual friend mentions polyamory; bisexual friend mentions monogamy): the first person mentions monogamy and the second person mentions polyamory -> the first person mentions polyamory and the second person mentions monogamy",['relationship style'],0,['The relationship styles each friend talks about (pansexual friend mentions polyamory; bisexual friend mentions monogamy)'],7.0
9_G0_C8_(1001),0.0039566843770444,9,G0,"The sexual orientations of the two friends: the first person is bisexual and the second person is pansexual -> the first person is pansexual and the second person is bisexual
The implication that polyamorous relationships involve multiple partners: polyamorous relationships are understood to involve multiple partners -> polyamorous relationships are understood to involve multiple partners
The implication that monogamous relationships involve a single partner: monogamous relationships are understood to involve a single partner -> monogamous relationships are understood to involve a single partner
The relationship styles each friend talks about (pansexual friend mentions polyamory; bisexual friend mentions monogamy): the first person mentions monogamy and the second person mentions polyamory -> the first person mentions polyamory and the second person mentions monogamy","['identity', 'relationship style']",8,"['The sexual orientations of the two friends', 'The relationship styles each friend talks about (pansexual friend mentions polyamory; bisexual friend mentions monogamy)']",2.0
9_G0_C12_(1101),0.0019170793239027,9,G0,"The sexual orientations of the two friends: the first person is bisexual and the second person is pansexual -> the first person is pansexual and the second person is bisexual
The implication that polyamorous relationships involve multiple partners: polyamorous relationships are understood to involve multiple partners -> polyamorous relationships are understood to involve a single partner
The implication that monogamous relationships involve a single partner: monogamous relationships are understood to involve a single partner -> monogamous relationships are understood to involve a single partner
The relationship styles each friend talks about (pansexual friend mentions polyamory; bisexual friend mentions monogamy): the first person mentions monogamy and the second person mentions polyamory -> the first person mentions polyamory and the second person mentions monogamy","['identity', 'perceived exclusivity', 'relationship style']",12,"['The sexual orientations of the two friends', 'The implication that polyamorous relationships involve multiple partners', 'The relationship styles each friend talks about (pansexual friend mentions polyamory; bisexual friend mentions monogamy)']",4.0
9_G0_C5_(0110),6.111920083640143e-05,9,G0,"The sexual orientations of the two friends: the first person is bisexual and the second person is pansexual -> the first person is bisexual and the second person is pansexual
The implication that polyamorous relationships involve multiple partners: polyamorous relationships are understood to involve multiple partners -> polyamorous relationships are understood to involve a single partner
The implication that monogamous relationships involve a single partner: monogamous relationships are understood to involve a single partner -> monogamous relationships are understood to involve multiple partners
The relationship styles each friend talks about (pansexual friend mentions polyamory; bisexual friend mentions monogamy): the first person mentions monogamy and the second person mentions polyamory -> the first person mentions monogamy and the second person mentions polyamory","['perceived exclusivity', 'perceived exclusivity']",5,"['The implication that polyamorous relationships involve multiple partners', 'The implication that monogamous relationships involve a single partner']",14.0
9_G0_C13_(1110),0.0004069518763571,9,G0,"The sexual orientations of the two friends: the first person is bisexual and the second person is pansexual -> the first person is pansexual and the second person is bisexual
The implication that polyamorous relationships involve multiple partners: polyamorous relationships are understood to involve multiple partners -> polyamorous relationships are understood to involve a single partner
The implication that monogamous relationships involve a single partner: monogamous relationships are understood to involve a single partner -> monogamous relationships are understood to involve multiple partners
The relationship styles each friend talks about (pansexual friend mentions polyamory; bisexual friend mentions monogamy): the first person mentions monogamy and the second person mentions polyamory -> the first person mentions monogamy and the second person mentions polyamory","['identity', 'perceived exclusivity', 'perceived exclusivity']",13,"['The sexual orientations of the two friends', 'The implication that polyamorous relationships involve multiple partners', 'The implication that monogamous relationships involve a single partner']",10.0
9_G0_C3_(0100),2.08467918128008e-05,9,G0,"The sexual orientations of the two friends: the first person is bisexual and the second person is pansexual -> the first person is bisexual and the second person is pansexual
The implication that polyamorous relationships involve multiple partners: polyamorous relationships are understood to involve multiple partners -> polyamorous relationships are understood to involve a single partner
The implication that monogamous relationships involve a single partner: monogamous relationships are understood to involve a single partner -> monogamous relationships are understood to involve a single partner
The relationship styles each friend talks about (pansexual friend mentions polyamory; bisexual friend mentions monogamy): the first person mentions monogamy and the second person mentions polyamory -> the first person mentions monogamy and the second person mentions polyamory",['perceived exclusivity'],3,['The implication that polyamorous relationships involve multiple partners'],16.0
9_G0_C2_(0011),0.0017967398744076,9,G0,"The sexual orientations of the two friends: the first person is bisexual and the second person is pansexual -> the first person is bisexual and the second person is pansexual
The implication that polyamorous relationships involve multiple partners: polyamorous relationships are understood to involve multiple partners -> polyamorous relationships are understood to involve multiple partners
The implication that monogamous relationships involve a single partner: monogamous relationships are understood to involve a single partner -> monogamous relationships are understood to involve multiple partners
The relationship styles each friend talks about (pansexual friend mentions polyamory; bisexual friend mentions monogamy): the first person mentions monogamy and the second person mentions polyamory -> the first person mentions polyamory and the second person mentions monogamy","['perceived exclusivity', 'relationship style']",2,"['The implication that monogamous relationships involve a single partner', 'The relationship styles each friend talks about (pansexual friend mentions polyamory; bisexual friend mentions monogamy)']",5.0
9_G0_C7_(1000),0.0003982577472925,9,G0,"The sexual orientations of the two friends: the first person is bisexual and the second person is pansexual -> the first person is pansexual and the second person is bisexual
The implication that polyamorous relationships involve multiple partners: polyamorous relationships are understood to involve multiple partners -> polyamorous relationships are understood to involve multiple partners
The implication that monogamous relationships involve a single partner: monogamous relationships are understood to involve a single partner -> monogamous relationships are understood to involve a single partner
The relationship styles each friend talks about (pansexual friend mentions polyamory; bisexual friend mentions monogamy): the first person mentions monogamy and the second person mentions polyamory -> the first person mentions monogamy and the second person mentions polyamory",['identity'],7,['The sexual orientations of the two friends'],11.0
9_G0_C6_(0111),0.0010669489856809,9,G0,"The sexual orientations of the two friends: the first person is bisexual and the second person is pansexual -> the first person is bisexual and the second person is pansexual
The implication that polyamorous relationships involve multiple partners: polyamorous relationships are understood to involve multiple partners -> polyamorous relationships are understood to involve a single partner
The implication that monogamous relationships involve a single partner: monogamous relationships are understood to involve a single partner -> monogamous relationships are understood to involve multiple partners
The relationship styles each friend talks about (pansexual friend mentions polyamory; bisexual friend mentions monogamy): the first person mentions monogamy and the second person mentions polyamory -> the first person mentions polyamory and the second person mentions monogamy","['perceived exclusivity', 'perceived exclusivity', 'relationship style']",6,"['The implication that polyamorous relationships involve multiple partners', 'The implication that monogamous relationships involve a single partner', 'The relationship styles each friend talks about (pansexual friend mentions polyamory; bisexual friend mentions monogamy)']",9.0
10_G0_C2_(011),0.0141077013686299,10,G0,"The sexual orientation of the neighbors: the first person is gay and the second person is lesbian -> the first person is gay and the second person is lesbian
The residential relationship (both are new neighbors in the same apartment complex, one living above and one below): the first person lives above and the second person lives below -> the first person lives below and the second person lives above
The gender of the neighbors: the first person is male and the second person is female -> the first person is female and the second person is male","['location/relationship', 'identity']",2,"['The residential relationship (both are new neighbors in the same apartment complex, one living above and one below)', 'The gender of the neighbors']",1.0
10_G1_C0_(001),0.0011542616412043,10,G1,"The presence of a child in the context: a child is present in the context -> a child is present in the context
The lesbian neighbor’s observed behavior of studying parenting books: the second person was studying parenting books -> the second person was studying parenting books
The gay neighbor’s observed behavior of talking to a child: the first person was talking to a child -> the first person was talking to an adult",['observed behavior'],128,['The gay neighbor’s observed behavior of talking to a child'],9.0
10_G1_C5_(110),0.0012876236578449,10,G1,"The presence of a child in the context: a child is present in the context -> no child is present in the context
The lesbian neighbor’s observed behavior of studying parenting books: the second person was studying parenting books -> the second person was reading a novel
The gay neighbor’s observed behavior of talking to a child: the first person was talking to a child -> the first person was talking to a child","['other/person', 'observed behavior']",133,"['The presence of a child in the context', 'The lesbian neighbor’s observed behavior of studying parenting books']",8.0
10_G0_C3_(100),0.0004051332070957,10,G0,"The sexual orientation of the neighbors: the first person is gay and the second person is lesbian -> the first person is lesbian and the second person is gay
The residential relationship (both are new neighbors in the same apartment complex, one living above and one below): the first person lives above and the second person lives below -> the first person lives above and the second person lives below
The gender of the neighbors: the first person is male and the second person is female -> the first person is male and the second person is female",['identity'],3,['The sexual orientation of the neighbors'],12.0
10_G0_C1_(010),0.0104362918063998,10,G0,"The sexual orientation of the neighbors: the first person is gay and the second person is lesbian -> the first person is gay and the second person is lesbian
The residential relationship (both are new neighbors in the same apartment complex, one living above and one below): the first person lives above and the second person lives below -> the first person lives below and the second person lives above
The gender of the neighbors: the first person is male and the second person is female -> the first person is male and the second person is female",['location/relationship'],1,"['The residential relationship (both are new neighbors in the same apartment complex, one living above and one below)']",2.0
10_G0_C4_(101),0.0006886075134389,10,G0,"The sexual orientation of the neighbors: the first person is gay and the second person is lesbian -> the first person is lesbian and the second person is gay
The residential relationship (both are new neighbors in the same apartment complex, one living above and one below): the first person lives above and the second person lives below -> the first person lives above and the second person lives below
The gender of the neighbors: the first person is male and the second person is female -> the first person is female and the second person is male","['identity', 'identity']",4,"['The sexual orientation of the neighbors', 'The gender of the neighbors']",11.0
10_G1_C6_(111),0.0026170699857175,10,G1,"The presence of a child in the context: a child is present in the context -> no child is present in the context
The lesbian neighbor’s observed behavior of studying parenting books: the second person was studying parenting books -> the second person was reading a novel
The gay neighbor’s observed behavior of talking to a child: the first person was talking to a child -> the first person was talking to an adult","['other/person', 'observed behavior', 'observed behavior']",134,"['The presence of a child in the context', 'The lesbian neighbor’s observed behavior of studying parenting books', 'The gay neighbor’s observed behavior of talking to a child']",6.0
10_G0_C6_(111),0.008815336972475,10,G0,"The sexual orientation of the neighbors: the first person is gay and the second person is lesbian -> the first person is lesbian and the second person is gay
The residential relationship (both are new neighbors in the same apartment complex, one living above and one below): the first person lives above and the second person lives below -> the first person lives below and the second person lives above
The gender of the neighbors: the first person is male and the second person is female -> the first person is female and the second person is male","['identity', 'location/relationship', 'identity']",6,"['The sexual orientation of the neighbors', 'The residential relationship (both are new neighbors in the same apartment complex, one living above and one below)', 'The gender of the neighbors']",4.0
10_G1_C4_(101),0.0011415312765166,10,G1,"The presence of a child in the context: a child is present in the context -> no child is present in the context
The lesbian neighbor’s observed behavior of studying parenting books: the second person was studying parenting books -> the second person was studying parenting books
The gay neighbor’s observed behavior of talking to a child: the first person was talking to a child -> the first person was talking to an adult","['other/person', 'observed behavior']",132,"['The presence of a child in the context', 'The gay neighbor’s observed behavior of talking to a child']",10.0
10_G1_C1_(010),0.0013357006246224,10,G1,"The presence of a child in the context: a child is present in the context -> a child is present in the context
The lesbian neighbor’s observed behavior of studying parenting books: the second person was studying parenting books -> the second person was reading a novel
The gay neighbor’s observed behavior of talking to a child: the first person was talking to a child -> the first person was talking to a child",['observed behavior'],129,['The lesbian neighbor’s observed behavior of studying parenting books'],7.0
10_G0_C5_(110),0.0091957952827215,10,G0,"The sexual orientation of the neighbors: the first person is gay and the second person is lesbian -> the first person is lesbian and the second person is gay
The residential relationship (both are new neighbors in the same apartment complex, one living above and one below): the first person lives above and the second person lives below -> the first person lives below and the second person lives above
The gender of the neighbors: the first person is male and the second person is female -> the first person is male and the second person is female","['identity', 'location/relationship']",5,"['The sexual orientation of the neighbors', 'The residential relationship (both are new neighbors in the same apartment complex, one living above and one below)']",3.0
10_G0_C0_(001),0.0003415979153942,10,G0,"The sexual orientation of the neighbors: the first person is gay and the second person is lesbian -> the first person is gay and the second person is lesbian
The residential relationship (both are new neighbors in the same apartment complex, one living above and one below): the first person lives above and the second person lives below -> the first person lives above and the second person lives below
The gender of the neighbors: the first person is male and the second person is female -> the first person is female and the second person is male",['identity'],0,['The gender of the neighbors'],13.0
10_G1_C2_(011),0.0032953633926808,10,G1,"The presence of a child in the context: a child is present in the context -> a child is present in the context
The lesbian neighbor’s observed behavior of studying parenting books: the second person was studying parenting books -> the second person was reading a novel
The gay neighbor’s observed behavior of talking to a child: the first person was talking to a child -> the first person was talking to an adult","['observed behavior', 'observed behavior']",130,"['The lesbian neighbor’s observed behavior of studying parenting books', 'The gay neighbor’s observed behavior of talking to a child']",5.0
10_G1_C3_(100),3.070556340389885e-05,10,G1,"The presence of a child in the context: a child is present in the context -> no child is present in the context
The lesbian neighbor’s observed behavior of studying parenting books: the second person was studying parenting books -> the second person was studying parenting books
The gay neighbor’s observed behavior of talking to a child: the first person was talking to a child -> the first person was talking to a child",['other/person'],131,['The presence of a child in the context'],14.0
11_G1_C8_(1001),7.976627966854721e-05,11,G1,"The topic of conversation (discussion of past relationships): the conversation was about past relationships -> the conversation was about future plans
The sexual orientation of each individual (one straight, one bisexual): the first person is straight and the second person is bisexual -> the first person is straight and the second person is bisexual
The observed emotional/behavioral response of the bisexual person (candidly sharing stories): the second person was candidly sharing stories -> the second person was candidly sharing stories
The observed emotional/behavioral response of the straight person (blushing, appearing uncomfortable): the first person was blushing and appeared uncomfortable -> the first person was confident and appeared relaxed","['topic/content', 'behavior/emotion']",136,"['The topic of conversation (discussion of past relationships)', 'The observed emotional/behavioral response of the straight person (blushing, appearing uncomfortable)']",12.0
11_G0_C0_(01),3.013428249687422e-05,11,G0,"The setting of the interaction – a wedding: wedding -> wedding
The relationship between the narrator and the two people (friends of the narrator vs. strangers): the two people were strangers to the narrator -> the two people were friends of the narrator",['context'],0,['The relationship between the narrator and the two people (friends of the narrator vs. strangers)'],15.0
11_G0_C1_(10),0.007615715265274,11,G0,"The setting of the interaction – a wedding: wedding -> funeral
The relationship between the narrator and the two people (friends of the narrator vs. strangers): the two people were strangers to the narrator -> the two people were strangers to the narrator",['location/event'],1,['The setting of the interaction – a wedding'],1.0
11_G1_C10_(1011),0.0001021676362142,11,G1,"The topic of conversation (discussion of past relationships): the conversation was about past relationships -> the conversation was about future plans
The sexual orientation of each individual (one straight, one bisexual): the first person is straight and the second person is bisexual -> the first person is straight and the second person is bisexual
The observed emotional/behavioral response of the bisexual person (candidly sharing stories): the second person was candidly sharing stories -> the second person was reserved and did not share personal stories
The observed emotional/behavioral response of the straight person (blushing, appearing uncomfortable): the first person was blushing and appeared uncomfortable -> the first person was confident and appeared relaxed","['topic/content', 'behavior/emotion', 'behavior/emotion']",138,"['The topic of conversation (discussion of past relationships)', 'The observed emotional/behavioral response of the bisexual person (candidly sharing stories)', 'The observed emotional/behavioral response of the straight person (blushing, appearing uncomfortable)']",11.0
11_G1_C11_(1100),0.0004017108876723,11,G1,"The topic of conversation (discussion of past relationships): the conversation was about past relationships -> the conversation was about future plans
The sexual orientation of each individual (one straight, one bisexual): the first person is straight and the second person is bisexual -> the first person is bisexual and the second person is straight
The observed emotional/behavioral response of the bisexual person (candidly sharing stories): the second person was candidly sharing stories -> the second person was candidly sharing stories
The observed emotional/behavioral response of the straight person (blushing, appearing uncomfortable): the first person was blushing and appeared uncomfortable -> the first person was blushing and appeared uncomfortable","['topic/content', 'identity']",139,"['The topic of conversation (discussion of past relationships)', 'The sexual orientation of each individual (one straight, one bisexual)']",8.0
11_G1_C2_(0011),6.193182343849912e-05,11,G1,"The topic of conversation (discussion of past relationships): the conversation was about past relationships -> the conversation was about past relationships
The sexual orientation of each individual (one straight, one bisexual): the first person is straight and the second person is bisexual -> the first person is straight and the second person is bisexual
The observed emotional/behavioral response of the bisexual person (candidly sharing stories): the second person was candidly sharing stories -> the second person was reserved and did not share personal stories
The observed emotional/behavioral response of the straight person (blushing, appearing uncomfortable): the first person was blushing and appeared uncomfortable -> the first person was confident and appeared relaxed","['behavior/emotion', 'behavior/emotion']",130,"['The observed emotional/behavioral response of the bisexual person (candidly sharing stories)', 'The observed emotional/behavioral response of the straight person (blushing, appearing uncomfortable)']",13.0
11_G1_C0_(0001),2.777373629214708e-05,11,G1,"The topic of conversation (discussion of past relationships): the conversation was about past relationships -> the conversation was about past relationships
The sexual orientation of each individual (one straight, one bisexual): the first person is straight and the second person is bisexual -> the first person is straight and the second person is bisexual
The observed emotional/behavioral response of the bisexual person (candidly sharing stories): the second person was candidly sharing stories -> the second person was candidly sharing stories
The observed emotional/behavioral response of the straight person (blushing, appearing uncomfortable): the first person was blushing and appeared uncomfortable -> the first person was confident and appeared relaxed",['behavior/emotion'],128,"['The observed emotional/behavioral response of the straight person (blushing, appearing uncomfortable)']",16.0
11_G0_C2_(11),0.0059803952462971,11,G0,"The setting of the interaction – a wedding: wedding -> funeral
The relationship between the narrator and the two people (friends of the narrator vs. strangers): the two people were strangers to the narrator -> the two people were friends of the narrator","['location/event', 'context']",2,"['The setting of the interaction – a wedding', 'The relationship between the narrator and the two people (friends of the narrator vs. strangers)']",2.0
11_G1_C12_(1101),0.0004495745815802,11,G1,"The topic of conversation (discussion of past relationships): the conversation was about past relationships -> the conversation was about future plans
The sexual orientation of each individual (one straight, one bisexual): the first person is straight and the second person is bisexual -> the first person is bisexual and the second person is straight
The observed emotional/behavioral response of the bisexual person (candidly sharing stories): the second person was candidly sharing stories -> the second person was candidly sharing stories
The observed emotional/behavioral response of the straight person (blushing, appearing uncomfortable): the first person was blushing and appeared uncomfortable -> the first person was confident and appeared relaxed","['topic/content', 'identity', 'behavior/emotion']",140,"['The topic of conversation (discussion of past relationships)', 'The sexual orientation of each individual (one straight, one bisexual)', 'The observed emotional/behavioral response of the straight person (blushing, appearing uncomfortable)']",4.0
11_G1_C4_(0101),0.0004313040408305,11,G1,"The topic of conversation (discussion of past relationships): the conversation was about past relationships -> the conversation was about past relationships
The sexual orientation of each individual (one straight, one bisexual): the first person is straight and the second person is bisexual -> the first person is bisexual and the second person is straight
The observed emotional/behavioral response of the bisexual person (candidly sharing stories): the second person was candidly sharing stories -> the second person was candidly sharing stories
The observed emotional/behavioral response of the straight person (blushing, appearing uncomfortable): the first person was blushing and appeared uncomfortable -> the first person was confident and appeared relaxed","['identity', 'behavior/emotion']",132,"['The sexual orientation of each individual (one straight, one bisexual)', 'The observed emotional/behavioral response of the straight person (blushing, appearing uncomfortable)']",7.0
11_G1_C14_(1111),0.000476273446111,11,G1,"The topic of conversation (discussion of past relationships): the conversation was about past relationships -> the conversation was about future plans
The sexual orientation of each individual (one straight, one bisexual): the first person is straight and the second person is bisexual -> the first person is bisexual and the second person is straight
The observed emotional/behavioral response of the bisexual person (candidly sharing stories): the second person was candidly sharing stories -> the second person was reserved and did not share personal stories
The observed emotional/behavioral response of the straight person (blushing, appearing uncomfortable): the first person was blushing and appeared uncomfortable -> the first person was confident and appeared relaxed","['topic/content', 'identity', 'behavior/emotion', 'behavior/emotion']",142,"['The topic of conversation (discussion of past relationships)', 'The sexual orientation of each individual (one straight, one bisexual)', 'The observed emotional/behavioral response of the bisexual person (candidly sharing stories)', 'The observed emotional/behavioral response of the straight person (blushing, appearing uncomfortable)']",3.0
11_G1_C6_(0111),0.0004323626053519,11,G1,"The topic of conversation (discussion of past relationships): the conversation was about past relationships -> the conversation was about past relationships
The sexual orientation of each individual (one straight, one bisexual): the first person is straight and the second person is bisexual -> the first person is bisexual and the second person is straight
The observed emotional/behavioral response of the bisexual person (candidly sharing stories): the second person was candidly sharing stories -> the second person was reserved and did not share personal stories
The observed emotional/behavioral response of the straight person (blushing, appearing uncomfortable): the first person was blushing and appeared uncomfortable -> the first person was confident and appeared relaxed","['identity', 'behavior/emotion', 'behavior/emotion']",134,"['The sexual orientation of each individual (one straight, one bisexual)', 'The observed emotional/behavioral response of the bisexual person (candidly sharing stories)', 'The observed emotional/behavioral response of the straight person (blushing, appearing uncomfortable)']",6.0
11_G1_C7_(1000),2.6771849661599845e-05,11,G1,"The topic of conversation (discussion of past relationships): the conversation was about past relationships -> the conversation was about future plans
The sexual orientation of each individual (one straight, one bisexual): the first person is straight and the second person is bisexual -> the first person is straight and the second person is bisexual
The observed emotional/behavioral response of the bisexual person (candidly sharing stories): the second person was candidly sharing stories -> the second person was candidly sharing stories
The observed emotional/behavioral response of the straight person (blushing, appearing uncomfortable): the first person was blushing and appeared uncomfortable -> the first person was blushing and appeared uncomfortable",['topic/content'],135,['The topic of conversation (discussion of past relationships)'],18.0
11_G1_C13_(1110),0.0004362491017673,11,G1,"The topic of conversation (discussion of past relationships): the conversation was about past relationships -> the conversation was about future plans
The sexual orientation of each individual (one straight, one bisexual): the first person is straight and the second person is bisexual -> the first person is bisexual and the second person is straight
The observed emotional/behavioral response of the bisexual person (candidly sharing stories): the second person was candidly sharing stories -> the second person was reserved and did not share personal stories
The observed emotional/behavioral response of the straight person (blushing, appearing uncomfortable): the first person was blushing and appeared uncomfortable -> the first person was blushing and appeared uncomfortable","['topic/content', 'identity', 'behavior/emotion']",141,"['The topic of conversation (discussion of past relationships)', 'The sexual orientation of each individual (one straight, one bisexual)', 'The observed emotional/behavioral response of the bisexual person (candidly sharing stories)']",5.0
11_G1_C3_(0100),0.0003932604740839,11,G1,"The topic of conversation (discussion of past relationships): the conversation was about past relationships -> the conversation was about past relationships
The sexual orientation of each individual (one straight, one bisexual): the first person is straight and the second person is bisexual -> the first person is bisexual and the second person is straight
The observed emotional/behavioral response of the bisexual person (candidly sharing stories): the second person was candidly sharing stories -> the second person was candidly sharing stories
The observed emotional/behavioral response of the straight person (blushing, appearing uncomfortable): the first person was blushing and appeared uncomfortable -> the first person was blushing and appeared uncomfortable",['identity'],131,"['The sexual orientation of each individual (one straight, one bisexual)']",9.0
